Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2020,256125,Hotel Julian,Exempt,168 N Michigan ave,60601,,true,LOOP,,96000,,,,,,,,,,,,,,,,41.88621404,-87.6182,POINT (-87.6182 41.88621404)
2020,121038,Sherman Plaza,Not Submitted,163 W 87th St,60620,0.0,false,CHATHAM,,187780,,,,,,,,,,,,,,,,41.73499475,-87.62900963,POINT (-87.62900963 41.73499475)
2020,174215,,Submitted Data,3711  S VINCENNES AVE,60653,4.0,false,OAKLAND,Multifamily Housing,302787,2008,14,,99,6128758.8,4203262.4,,,,34.1,71.3,34.8,71.4,1179.8,3.9,41.82021138,-87.61246867,POINT (-87.61246867 41.82021138)
2020,251355,"Evers Elementary, Medgar -CPS",Submitted Data,9811 S Lowe Ave,60628,4.0,false,WASHINGTON HEIGHTS,K-12 School,52968,1969,1,,75,884355.7,2013100,,,,54.7,86.7,57.3,89.4,244.9,4.6,41.71565288,-87.63896474,POINT (-87.63896474 41.71565288)
2020,251382,Ogden Elementary - CPS,Submitted Data,24 W Walton St,60610,4.0,false,NEAR NORTH SIDE,K-12 School,132724,2011,1,,72,3180288.7,2857040.1,,,,45.5,89.7,48.4,92.8,648.1,4.9,41.90028983,-87.62906231,POINT (-87.62906231 41.90028983)
2020,254343,The Apex Condominium Association,Submitted Data,859 W Erie St,60610,3.5,false,West Town,Multifamily Housing,85457,2004,1,,72,1770783.6,2623071.6,,,,66.4,116.6,68.4,118.5,415.7,6.3,41.9041211,-87.63142,POINT (-87.63142 41.9041211)
2020,119223,"Home Depot, #1980 Kimball & Addiston",Submitted Data,3500 N Kimball Ave,60618,3.5,false,AVONDALE,Retail Store,109634,2003,1,,56,3661086.2,7870627.6,,,,105.2,168.9,110.1,174,989.4,9,41.944722,-87.712672,POINT (-87.712672 41.944722)
2020,256556,,Submitted Data,727 W Madison St,60661,3.5,false,Near West Side,Multifamily Housing,746876,2019,1,,77,18209862.1,12127200,,,,43.8,92,44.7,92.9,3486.1,5,41.88316,-87.643735,POINT (-87.643735 41.88316)
2020,114866,,Submitted Data,4940  S EASTEND AVE,60615,3.5,false,KENWOOD,Multifamily Housing,146840,1928,1,,73,1651984.7,10206442.6,,,,80.8,104.5,85.9,109.8,799.9,5.4,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043)
2020,250078,Westhaven Superblock,Not Submitted,1815 W Monroe St,60612,0.0,false,NEAR WEST SIDE,,483032,,,,,,,,,,,,,,,,41.88005275,-87.67231085,POINT (-87.67231085 41.88005275)
2020,175567,Ivy Hotel Chicago,Not Submitted,233  E ONTARIO ST,60611,0.0,false,NEAR NORTH SIDE,,84546,,,,,,,,,,,,,,,,41.89579275,-87.62247957,POINT (-87.62247957 41.89579275)
2020,251330,McGowan North,Submitted Data,2325 N Clifton Ave,60614,2.0,false,LINCOLN PARK,College/University,56025,1998,1,,,8207928.5,20801310.4,,,,517.8,800.1,536.8,820,2385.9,42.6,41.92422089,-87.65659192,POINT (-87.65659192 41.92422089)
2020,250164,Cumberland Centre - Building 1,Submitted Data,5440 N Cumberland Ave,60656,3.0,false,OHARE,Office,251724,1987,1,,,4343544.2,3630853.7,,,,41.2,82.6,43.5,84.9,870.7,4.5,41.97798769,-87.83747799,POINT (-87.83747799 41.97798769)
2020,139602,,Not Submitted,4541  N SHERIDAN RD,60640,0.0,false,UPTOWN,,61706,,,,,,,,,,,,,,,,41.97223008,-87.6645957,POINT (-87.6645957 41.97223008)
2020,251251,Union Square Condominium Association,Submitted Data,333 W Hubbard St,60654,3.5,false,NEAR NORTH SIDE,Multifamily Housing,347216,1918,2,,59,6791903.1,16983746.6,,,,77.9,120.7,81.1,124.1,1962.1,6.4,41.8897341,-87.63612368,POINT (-87.63612368 41.8897341)
2020,254359,WhirlyBall,Submitted Data,1825 W WEBSTER AVE,60614,4.0,false,Logan Square,Other - Recreation,50297,2014,1,,,1235655.8,1491393.7,,,,54.2,99.9,57.2,103,272.1,5.4,41.92705943,-87.64632891,POINT (-87.64632891 41.92705943)
2020,103748,NMH Olson Pavilion,Submitted Data,710 N Fairbanks Ct,60611,3.0,false,NEAR NORTH SIDE,Laboratory,362800,1978,1,,,18090612.5,33184150.2,,,,274.8,458.2,280.4,464.1,4586,24.6,41.89531,-87.620363,POINT (-87.620363 41.89531)
2020,175529,307 S Sangamon St,Submitted Data,307 S Sangamon St,60607,4.0,false,NEAR WEST SIDE,Office,93401,2011,1,,75,3642614.8,1665589.6,,,,72.7,163.7,75.3,167.3,657,9,41.877747,-87.650686,POINT (-87.650686 41.877747)
2020,253987,,Submitted Data,4900 N Marine Dr,60640,3.5,false,Uptown,Multifamily Housing,127712,1948,1,,79,1513542.7,6861374.8,,,,74.5,101.8,79,106.5,600.7,5.3,41.9726457,-87.66491,POINT (-87.66491 41.9726457)
2020,243578,(IL610) - 2400 Lakeview Condo,Submitted Data,2400 N Lakeview Ave,60614,1.5,false,LINCOLN PARK,Multifamily Housing,315738,1963,1,,36,7624649.6,20698320.8,,,,96.6,147,101.6,151.8,2289.4,7.8,41.92586851,-87.63943267,POINT (-87.63943267 41.92586851)
2020,251736,"Foreman HS, Edwin G -CPS",Submitted Data,3235 N Leclaire Ave,60641,3.5,false,PORTAGE PARK,K-12 School,234393,1928,1,,59,3410594.3,17338798.7,,,,88.5,118.4,104.4,136.3,1453.2,6.2,41.93918272,-87.75361327,POINT (-87.75361327 41.93918272)
2020,124699,The Van Buren Building,Not Submitted,210 214 W VANBUREN ST,60607,0.0,false,LOOP,,82592,,,,,,,,,,,,,,,,41.87687632,-87.63400049,POINT (-87.63400049 41.87687632)
2020,251512,Christopher Elementary -CPS,Submitted Data,5042 S Artesian Ave,60632,3.0,false,GAGE PARK,K-12 School,76800,1927,1,,50,1782556.1,3676869.5,,,,71.1,115.3,77,123,473.5,6.2,41.80176591,-87.68607021,POINT (-87.68607021 41.80176591)
2020,103606,Willis Tower,Submitted Data,233 S Wacker Dr,60606,3.0,false,LOOP,Office,5037125,1973,1,,67,268467345.5,33423630.4,,,,60.7,158.3,61.4,159,43674.8,8.8,41.87887581,-87.63587349,POINT (-87.63587349 41.87887581)
2020,251699,Nathan S Davis -CPS,Submitted Data,3014 W 39th Place,60632,2.0,false,BRIGHTON PARK,K-12 School,121557,1905,1,,28,3302249.1,7898649.8,,,,92.1,144.3,98,150.5,934.9,7.7,41.82219785,-87.70030591,POINT (-87.70030591 41.82219785)
2020,101865,Hartford Plaza,Submitted Data,150 S Wacker Dr,60606,4.0,false,LOOP,Office,1281114,1971,1,,77,44104209.2,42770238.2,,,,67.8,131.4,70.2,134,9155,7.1,41.87965675,-87.63746431,POINT (-87.63746431 41.87965675)
2020,251944,820 S Michigan Ave,Submitted Data,820 S Michigan Ave,60605,2.0,false,LOOP,Multifamily Housing,112941,1949,1,,22,6905164.6,28040,,,,61.4,171.5,65.9,184.1,1079.2,9.6,41.87112548,-87.62470896,POINT (-87.62470896 41.87112548)
2020,171956,,Exempt,465 W CERMAK RD,60616,0.0,false,ARMOUR SQUARE,,59754,,,,,,,,,,,,,,,,41.85228915,-87.63994745,POINT (-87.63994745 41.85228915)
2020,255929,Mansueto High School,Submitted Data,2911 W 47Th St,60632,2.5,false,BRIGHTON PARK,K-12 School,67000,2017,1,,39,2575223.1,2799361.8,,,,80.2,151.5,83.3,154.7,550.6,8.2,41.81528,-87.70264,POINT (-87.70264 41.81528)
2020,135103,,Submitted Data,6 W HUBBARD ST,60654,2.0,false,NEAR NORTH SIDE,Office,66030,1988,1,,18,4990479.8,1348511.1,,,,96,233.1,98.4,239.9,850.5,12.9,41.89009837,-87.62836025,POINT (-87.62836025 41.89009837)
2020,132821,,Not Submitted,2550 2558 S WABASH AVE,60616,0.0,false,NEAR SOUTH SIDE,,65912,,,,,,,,,,,,,,,,41.84575601,-87.62545103,POINT (-87.62545103 41.84575601)
2020,103600,10 S LaSalle St,Submitted Data,10 S LaSalle St,60603,4.0,false,LOOP,Office,871962,1986,1,,70,43754334.4,564607.8,,,,50.8,141.2,52.6,146.1,6858.7,7.9,41.88160573,-87.6327278,POINT (-87.6327278 41.88160573)
2020,122919,03241-Paulina & Division,Submitted Data,1341 N Paulina St,60622,4.0,false,WEST TOWN,Supermarket/Grocery Store,52422,1984,1,,70,7837039.9,3900499.7,,,,223.9,496.7,228,500.7,1430.3,27.3,41.906155,-87.669973,POINT (-87.669973 41.906155)
2020,101039,Marshall Metro HS -CPS,Submitted Data,3250 W Adams St,60624,4.0,false,EAST GARFIELD PARK,K-12 School,366981,1916,1,,81,5576535.3,16240537.7,,,,59.5,89,64.8,94.7,1732.9,4.7,41.87909618,-87.70740611,POINT (-87.70740611 41.87909618)
2020,101032,,Submitted Data,5110  S DR MARTIN LUTHER KING JR DR,60615,3.5,false,WASHINGTON PARK,Multifamily Housing,118232,1969,1,,54,2234010.4,8745215.9,,,,96,135,100,139.2,813.2,7.1,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043)
2020,255944,Aloft Chicago Mag Mile (Marriott),Submitted Data,243 E Ontario St,60611,4.0,false,NEAR NORTH SIDE,Hotel,190742,2018,1,,96,6396714.3,2794854.6,,,,48.2,109.3,48.9,110.1,1146.8,6,41.89524,-87.6232,POINT (-87.6232 41.89524)
2020,260093,,Submitted Data,5514 5524 S BLACKSTONE AVE,60637,3.5,false,HYDE PARK,Multifamily Housing,72940,1913,1,,60,763173.7,5468670.9,,,,85.4,108,85.4,107.8,409.6,5.6,41.78046327,-87.6053081,POINT (-87.6053081 41.78046327)
2020,253904,Vanguard Lofts Condominium Association,Submitted Data,1250 W Van Buren St,60607,3.0,false,NEAR WEST SIDE,Multifamily Housing,117100,1927,1,,42,3056681,5778637.3,,,,75.5,124.9,78.3,128.2,784,6.7,41.87399385,-87.651678,POINT (-87.651678 41.87399385)
2020,251431,Kanoon Magnet Elementary -CPS,Submitted Data,2233 S Kedzie Ave,60623,2.0,false,SOUTH LAWNDALE,K-12 School,67900,1980,1,,28,3486605.9,,,,,51.3,143.8,53.6,150.1,544.2,8,41.85046517,-87.70460889,POINT (-87.70460889 41.85046517)
2020,134800,Dearborn Station,Submitted Data,47 W Polk St,60605,,true,LOOP,Other,145809,1885,1,,,5022150.2,8167780.7,,,,90.5,155.3,90.5,155.3,1217.6,8.4,41.872273,-87.62912,POINT (-87.62912 41.872273)
2020,173817,Alden Lakeland Rehabilitation and Health Care Center,Submitted Data,820 W LAWRENCE AVE,60640,1.0,false,UPTOWN,Senior Living Community,97280,1972,1,,1,5110461.8,14172280.2,,,,215.4,326.1,221.2,330.9,1550.3,17.3,41.9693943,-87.65095929,POINT (-87.65095929 41.9693943)
2020,251902,Uplift Community HS -CPS,Submitted Data,900 W Wilson Ave,60640,2.5,false,UPTOWN,K-12 School,149312,1975,1,,35,6865948.6,2916509.7,,,,65.5,149.3,68.4,155.5,1226.5,8.2,41.96604623,-87.65219674,POINT (-87.65219674 41.96604623)
2020,256440,IIT Tower,Submitted Data,10 W 35th Street,60616,2.0,false,DOUGLAS,College/University,392894,1964,1,,,15508897.7,135677,36371021.1,,,132.4,222.3,139.1,230.6,4842.7,12.3,41.842325,-87.62715344,POINT (-87.62715344 41.842325)
2020,251919,223 W Erie St,Submitted Data,223 W Erie St,60654,4.0,false,NEAR NORTH SIDE,Office,70000,1890,1,,92,1490924.6,2371804.6,,,,55.2,95.2,58,98.2,358.7,5.1,41.89374466,-87.63530787,POINT (-87.63530787 41.89374466)
2020,117159,,Submitted Data,3919  W FOSTER AVE,60625,1.0,false,ALBANY PARK,Residential Care Facility,101400,1988,1,,,3513336.7,7436242.9,,,,169.3,272.9,176.6,278.1,943.3,14.6,41.97208235,-87.70234945,POINT (-87.70234945 41.97208235)
2020,156711,20 North Michigan Avenue,Submitted Data,20 N Michigan Ave,60602,4.0,false,LOOP,Office,214800,1880,1,,76,6828183.3,5701588.5,,,,58.3,116.9,59.9,118.6,1368.5,6.4,41.8826441,-87.62495613,POINT (-87.62495613 41.8826441)
2020,251555,Columbia Explorers Elementary Academy -CPS,Submitted Data,4520 S Kedzie Ave,60632,2.5,false,BRIGHTON PARK,K-12 School,90500,2001,1,,34,3304103.6,3198810.1,,,,71.9,139.3,74.9,142.5,685.6,7.6,41.81092719,-87.7044227,POINT (-87.7044227 41.81092719)
2020,101507,North Park University,Submitted Data,5148 N KEDZIE AVE,60625,3.0,false,NORTH PARK,College/University,113740,1958,1,,,3679826.6,10926997.2,,,,128.4,191.5,140.4,204.1,1154.7,10.2,41.97507877,-87.70870589,POINT (-87.70870589 41.97507877)
2020,251638,Hearst Elementary -CPS,Submitted Data,4640 S Lamon Ave,60638,2.0,false,GARFIELD RIDGE,K-12 School,84178,1951,1,,15,2155966.7,8711710.2,,,,129.1,180.4,134.9,185.7,799.2,9.5,41.80854108,-87.74615926,POINT (-87.74615926 41.80854108)
2020,260083,Country Club Apartments,Not Submitted,6930 6950 S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,142961,,,,,,,,,,,,,,,,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226)
2020,251870,Portage Park Elementary -CPS,Submitted Data,5330 W Berteau Ave,60641,4.0,false,PORTAGE PARK,K-12 School,145775,1915,1,,89,1565582.2,5254449.7,,,,46.8,67.9,53.6,75.1,523.4,3.6,41.9573784,-87.76098004,POINT (-87.76098004 41.9573784)
2020,173764,Saint Luke Church & Academy,Not Submitted,1500 W Belmont Ave,60657,0.0,false,LAKE VIEW,,64000,,,,,,,,,,,,,,,,41.94002677,-87.66679292,POINT (-87.66679292 41.94002677)
2020,251442,"Hinton Elementary, William Augustus -CPS",Submitted Data,646 W 71st St,60621,4.0,false,ENGLEWOOD,K-12 School,71892,1965,1,,70,1201727.9,3154710.3,,,,60.6,92.9,64.4,96.8,355.1,4.9,41.76558463,-87.64137185,POINT (-87.64137185 41.76558463)
2020,103761,20 W Kinzie St,Submitted Data,20 W Kinzie St,60654,4.0,false,NEAR NORTH SIDE,Office,393838,2000,1,,91,18697561.9,,,,,47.5,132.9,49.4,138.4,2918.1,7.4,41.88927,-87.628761,POINT (-87.628761 41.88927)
2020,255011,Hampton Inn Chicago North-Loyola Station,Not Submitted,1209 W ALBION AVE,60626,0.0,false,Rogers Park,,92240,,,,,,,,,,,,,,,,42.00245984,-87.66136235,POINT (-87.66136235 42.00245984)
2020,113752,,Submitted Data,1540  N STATE PKWY,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,105500,1970,1,,75,1407586.5,6261906.4,,,,77.5,106.2,80.5,108.4,552.3,5.6,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,235008,1400 Lake Shore Drive Condominium Association,Submitted Data,1400 N Lake Shore Dr,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,328276,1927,3,,70,11684168.8,5672180.2,,,,53,118.2,55.7,125.7,2124.8,6.5,41.90800039,-87.62632792,POINT (-87.62632792 41.90800039)
2020,105044,,Submitted Data,2018 2040 W FARWELL AVE,60645,2.0,false,WEST RIDGE,Multifamily Housing,59070,1958,1,,42,288791.7,5755099.2,,,,102.3,116,110.8,125.2,350.8,5.9,42.00880199,-87.69502812,POINT (-87.69502812 42.00880199)
2020,251685,Noble - John and Eunice Johnson College Prep,Submitted Data,6350 S Stewart St,60621,3.5,false,ENGLEWOOD,K-12 School,63816,1963,1,,57,1462816.5,4554214.2,,,,94.3,139.1,99.1,144.2,470.2,7.4,41.77833596,-87.63556329,POINT (-87.63556329 41.77833596)
2020,175857,Lake Street Lofts,Submitted Data,900 910 912 W Lake St & 212 N Peoria St,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,126000,1886,1,,88,2424120.1,3240518.5,,,,52.5,94.4,55.1,98,550.5,5.1,41.87399385,-87.651678,POINT (-87.651678 41.87399385)
2020,252065,280 S Columbus Dr,Submitted Data,280 S Columbus Dr,60603,4.0,false,LOOP,College/University,142184,1973,1,,,4578419.5,9046840.5,,1074600,,103.4,163.8,108.1,168.8,1251.7,8.8,41.8787345,-87.62080493,POINT (-87.62080493 41.8787345)
2020,129735,Villa at Windsor Park,Submitted Data,2649 E 75th St,60649,2.0,false,SOUTH SHORE,Senior Living Community,97826,1998,1,,29,4818364.6,8067900.5,,,,131.7,224.5,135.3,227.7,1180.5,12.1,41.759248,-87.559768,POINT (-87.559768 41.759248)
2020,250137,Club Quarters,Submitted Data,75 E Wacker Dr,60601,4.0,false,LOOP,Hotel,178845,1928,1,,91,5391815.7,5283899.9,,,,59.7,115.4,62,117.9,1122.2,6.3,41.887778,-87.625661,POINT (-87.625661 41.887778)
2020,253994,Map Factory Lofts,Submitted Data,5235 N Ravenswood Ave,60640,4.0,false,Edgewater,Multifamily Housing,53903,1890,1,,96,687156.3,1184311.8,,,,34.7,58.8,36,59.4,170.1,3.2,41.9726457,-87.66491,POINT (-87.66491 41.9726457)
2020,160444,1225 Old Town,Submitted Data,1225 N Wells St,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,525604,2012,1,,81,14765317.6,9156596,,,,54.6,116.3,55.8,117.6,2790.8,6.4,41.90445902,-87.63406661,POINT (-87.63406661 41.90445902)
2020,251784,Quigley Pastoral Center-Quigley,Submitted Data,835 N Rush St,60611,3.0,false,NEAR NORTH SIDE,Office,84100,1917,1,,49,3351142.2,4527090.1,,,,93.7,168.1,97.5,172.1,763.5,9.1,41.897777,-87.626051,POINT (-87.626051 41.897777)
2020,251942,Lake Shore Hospitality Inc,Not Submitted,4900 S Lake Shore Dr,60615,0.0,false,KENWOOD,,54000,,,,,,,,,,,,,,,,41.80590747,-87.58592666,POINT (-87.58592666 41.80590747)
2020,239704,,Submitted Data,1000 E 53RD ST,60615,4.0,false,HYDE PARK,Multifamily Housing,209025,1975,1,,90,3629651.5,5975424.4,,,,46,78.6,47.7,80.2,883.9,4.2,41.79965599,-87.60103303,POINT (-87.60103303 41.79965599)
2020,159123,,Submitted Data,1516 N STATE PKWY,60610,3.0,false,NEAR NORTH SIDE,Multifamily Housing,126400,1972,1,,63,2775709.8,5528293.1,,,,79.2,129.5,83.8,135.6,726.8,6.9,41.90998274,-87.62925728,POINT (-87.62925728 41.90998274)
2020,251594,Raby HS -CPS,Submitted Data,3545 W Fulton St,60624,2.0,false,EAST GARFIELD PARK,K-12 School,156248,1927,1,,25,6536915.2,7447810,,,,89.5,167.2,92.2,168.7,1415.8,9.1,41.88590426,-87.71539434,POINT (-87.71539434 41.88590426)
2020,127990,California Gardens Rehabilitation Center,Submitted Data,2829 S CALIFORNIA BLVD,60608,2.0,false,SOUTH LAWNDALE,Senior Living Community,103076,1977,1,,21,4359895.3,9527399.7,,,,190.6,304.9,197.5,309.7,1186.5,16.3,41.84064733,-87.69422719,POINT (-87.69422719 41.84064733)
2020,260086,,Submitted Data,5541  S EVERETT AVE,60637,3.5,false,HYDE PARK,Multifamily Housing,77000,1927,1,,77,1273798.5,6412500.2,,,,99.8,133.8,104.8,138.3,539.4,7,41.78046327,-87.6053081,POINT (-87.6053081 41.78046327)
2020,101090,,Submitted Data,4554  S DREXEL BLVD,60653,4.0,false,KENWOOD,Multifamily Housing,95927,1966,1,,62,1772813.8,7084751.5,,,,99.4,139.2,102.8,141.4,653,7.3,41.82021138,-87.61246867,POINT (-87.61246867 41.82021138)
2020,251909,"Garvey Elementary, John W -CPS",Submitted Data,5225 N Oak Park Ave,60656,2.5,false,NORWOOD PARK,K-12 School,79665,1936,1,,32,2349971.8,4327600.2,,,,83.8,139.6,90.3,146,596.6,7.5,41.9763901,-87.79592032,POINT (-87.79592032 41.9763901)
2020,175692,,Submitted Data,1055 W CATALPA AVE,60640,3.5,false,EDGEWATER,Multifamily Housing,67650,1969,1,,80,1025729.1,4498291.8,,,,81.7,112.3,85.5,115.7,399,5.9,41.97223008,-87.6645957,POINT (-87.6645957 41.97223008)
2020,250053,Taft HS -CPS,Submitted Data,6545 W Hurlbut St,60631,4.0,false,NORWOOD PARK,K-12 School,388970,1939,1,,73,9635450,11459830.4,,,,54.2,100.3,59,105.3,2112.5,5.4,41.985587,-87.791778,POINT (-87.791778 41.985587)
2020,160381,Jones Chicago,Submitted Data,220 W Illinois St,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,168947,1972,1,,100,1656311.9,4687400,,,,37.5,56.6,39.4,58.2,507.5,3,41.89080456,-87.63481335,POINT (-87.63481335 41.89080456)
2020,175059,,Submitted Data,436 446 W DIVERSEY PKWY,60614,3.5,false,LAKE VIEW,Multifamily Housing,68271,1908,1,,60,1822243.4,2218930.3,,,,59.2,108.9,61.1,110.7,402.3,5.9,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051)
2020,256548,,Exempt,202 W Hill Street,60610,,true,Near North Side,,200000,,,,,,,,,,,,,,,,41.90494,-87.63595,POINT (-87.63595 41.90494)
2020,135134,The Boyce Building,Submitted Data,500 - 510 N Dearborn St,60654,4.0,false,NEAR NORTH SIDE,Office,149011,1912,1,,79,3527404.2,9335500,,,,86.3,132.1,90.2,136.1,1046.4,7,41.89086835,-87.62991329,POINT (-87.62991329 41.89086835)
2020,172540,,Submitted Data,4120  S INDIANA AVE,60653,4.0,false,GRAND BOULEVARD,Multifamily Housing,142111,1980,1,,81,3860292.4,1191194.1,,,,41.4,98.8,43.5,104.4,665.7,5.5,41.82021138,-87.61246867,POINT (-87.61246867 41.82021138)
2020,260060,,Submitted Data,2300 2320 N COMMONWEALTH AVE,60614,3.5,false,LINCOLN PARK,Multifamily Housing,68974,1991,1,,80,1654553.9,2122294.3,,,,67.4,122.4,68.8,122.1,371,6.6,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051)
2020,254065,1345 South Wabash Condominium,Submitted Data,1345 S Wabash Ave,60605,4.0,false,Near South Side,Multifamily Housing,205500,2015,1,,85,3122669.4,6985315.8,,,,57.6,91.6,59.8,93.6,858.4,4.9,41.8684207,-87.62414,POINT (-87.62414 41.8684207)
2020,251534,Smith -CPS,Submitted Data,730 E 103rd St,60628,1.0,false,PULLMAN,K-12 School,76920,1973,1,,7,3545536.9,4904480.1,,,,109.9,196,116.1,202.6,813.8,10.6,41.70781895,-87.60526513,POINT (-87.60526513 41.70781895)
2020,251648,Spencer Elementary Academy -CPS,Submitted Data,214 N Lavergne Ave,60644,4.0,false,AUSTIN,K-12 School,122935,1903,1,,75,2012852.5,4747339.7,,,,55,86.4,59.9,92.4,566.3,4.6,41.88502852,-87.75075581,POINT (-87.75075581 41.88502852)
2020,101751,,Submitted Data,7500  S SOUTH SHORE DR,60649,1.0,false,SOUTH SHORE,Multifamily Housing,81000,1950,1,,8,1235355.5,13117820.4,,,,177.2,212.7,184.5,220.5,889.6,11,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226)
2020,101923,311 W Monroe,Submitted Data,311 W Monroe,60606,4.0,false,LOOP,Office,431036,1969,1,,85,10622377.9,3525342,,,,33.3,78.7,33.3,78.7,1845.1,4.3,41.88030523,-87.63570062,POINT (-87.63570062 41.88030523)
2020,158158,Travelodge by Wyndham Downtown Chicago,Not Submitted,61 67 E HARRISON ST,60605,0.0,false,LOOP,,140000,,,,,,,,,,,,,,,,41.86863212,-87.62730687,POINT (-87.62730687 41.86863212)
2020,172129,73 East Elm Condominium,Submitted Data,73  E ELM ST,60611,2.0,false,NEAR NORTH SIDE,Multifamily Housing,97403,1930,1,,46,1240118.7,,,,,84.9,111.5,89.8,115.9,567.1,5.8,41.89579275,-87.62247957,POINT (-87.62247957 41.89579275)
2020,251722,Claremont Academy Elementary -CPS,Submitted Data,6315 S Claremont Ave,60636,4.0,false,CHICAGO LAWN,K-12 School,112806,2004,1,,70,2482265.9,3259840,,,,50.9,92,53.6,94.8,560.6,5,41.778895,-87.682265,POINT (-87.682265 41.778895)
2020,254008,Hyde Park Courtway,Submitted Data,4816 4828 S Dorchester Ave,60615,4.0,false,Kenwood,Multifamily Housing,69540,1920,1,,91,462947,3738231.1,,,,60.4,75.1,64,78.4,270.8,3.9,41.8022432,-87.60352,POINT (-87.60352 41.8022432)
2020,173831,YMCA of Metro Chicago,Not Submitted,3333 N MARSHFIELD AVE,60657,0.0,false,LAKE VIEW,,93228,,,,,,,,,,,,,,,,41.94246355,-87.66961411,POINT (-87.66961411 41.94246355)
2020,160455,Infinite Chicago,Submitted Data,28 E Jackson Blvd,60604,4.0,false,LOOP,Multifamily Housing,215000,1911,2,,89,4997775,7263767.4,,,,57,100.6,60.3,105.3,1165.8,5.4,41.878258,-87.626777,POINT (-87.626777 41.878258)
2020,136845,US Bank -- Englewood,Submitted Data,815 W 63rd St,60621,4.0,false,ENGLEWOOD,Office,63034,1920,1,,95,158658,3114115.3,,,,51.9,58.9,56,63.4,190.2,3,41.77942036,-87.64553778,POINT (-87.64553778 41.77942036)
2020,103789,De La Salle Institute,Submitted Data,3434 S Michigan Ave,60616,4.0,false,DOUGLAS,K-12 School,180000,1954,1,,97,2089732.6,2715039.9,,,,29.1,52.7,30.7,54.4,470.4,2.9,41.832219,-87.623316,POINT (-87.623316 41.832219)
2020,172551,East Side Lofts,Not Submitted,201 217 E 16TH ST,60616,0.0,false,NEAR SOUTH SIDE,,100479,,,,,,,,,,,,,,,,41.84550365,-87.63055693,POINT (-87.63055693 41.84550365)
2020,102368,Bradley Business Center,Submitted Data,2500 W Bradley Pl,60618,,true,NORTH CENTER,Other,566000,1956,1,,,5833673.4,10031366.2,,,,42.4,71.8,44.3,73.8,1443.3,3.9,41.95030519,-87.69252546,POINT (-87.69252546 41.95030519)
2020,250055,Von Steuben Metro Science Center -CPS,Submitted Data,5039 N Kimball Ave,60625,4.0,false,NORTH PARK,K-12 School,248453,1930,1,,95,2514266.5,8137870.1,,,,42.9,62.7,48.2,68.3,824.6,3.3,41.97280582,-87.71281644,POINT (-87.71281644 41.97280582)
2020,250106,Maudele Brown Bousfield Apts,Submitted Data,4945 S Cottage Grove Ave,60615,4.0,false,KENWOOD,Multifamily Housing,67320,1961,1,,85,1370197.8,5858369.9,,,,107.4,148.4,113.6,154.9,525,7.8,41.80460403,-87.6060299,POINT (-87.6060299 41.80460403)
2020,173718,Shore Crest Apartments,Submitted Data,420  W WRIGHTWOOD AVE,60614,0.0,false,LINCOLN PARK,Multifamily Housing,77287,1921,1,,,,,,,,,,,,,,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051)
2020,158361,Courtyard Marriot,Submitted Data,30 E Hubbard St,60611,1.0,false,NEAR NORTH SIDE,Hotel,202602,1982,1,,7,13229395.2,3826700.2,,,,84.2,202.7,89.6,218,2268,11.2,41.89031643,-87.6276243,POINT (-87.6276243 41.89031643)
2020,251620,Seward Communication Arts Academy -CPS,Submitted Data,4600 S Hermitage Ave,60609,4.0,false,NEW CITY,K-12 School,75886,1894,1,,68,1031700.1,4391340.1,,,,71.5,98.8,76.2,103.8,394.3,5.2,41.80990474,-87.66901222,POINT (-87.66901222 41.80990474)
2020,102613,,Submitted Data,7914 7932 S WABASH AVE,60619,1.0,false,CHATHAM,Multifamily Housing,30268,1927,1,,,619329.2,5234960,,,,193.4,238.9,204.1,250.1,374.7,12.4,41.74401302,-87.60549928,POINT (-87.60549928 41.74401302)
