COMMUNITY AREA NAME,CENSUS BLOCK,BUILDING TYPE,BUILDING_SUBTYPE,KWH JANUARY 2010,KWH FEBRUARY 2010,KWH MARCH 2010,KWH APRIL 2010,KWH MAY 2010,KWH JUNE 2010,KWH JULY 2010,KWH AUGUST 2010,KWH SEPTEMBER 2010,KWH OCTOBER 2010,KWH NOVEMBER 2010,KWH DECEMBER 2010,TOTAL KWH,ELECTRICITY ACCOUNTS,ZERO KWH ACCOUNTS,THERM JANUARY 2010,THERM FEBRUARY 2010,THERM MARCH 2010,TERM APRIL 2010,THERM MAY 2010,THERM JUNE 2010,THERM JULY 2010,THERM AUGUST 2010,THERM SEPTEMBER 2010,THERM OCTOBER 2010,THERM NOVEMBER 2010,THERM DECEMBER 2010,TOTAL THERMS,GAS ACCOUNTS,KWH TOTAL SQFT,THERMS TOTAL SQFT,KWH MEAN 2010,KWH STANDARD DEVIATION 2010,KWH MINIMUM 2010,KWH 1ST QUARTILE 2010,KWH 2ND QUARTILE 2010,KWH 3RD QUARTILE 2010,KWH MAXIMUM 2010,KWH SQFT MEAN 2010,KWH SQFT STANDARD DEVIATION 2010,KWH SQFT MINIMUM 2010,KWH SQFT 1ST QUARTILE 2010,KWH SQFT 2ND QUARTILE 2010,KWH SQFT 3RD QUARTILE 2010,KWH SQFT MAXIMUM 2010,THERM MEAN 2010,THERM STANDARD DEVIATION 2010,THERM MINIMUM 2010,THERM 1ST QUARTILE 2010,THERM 2ND QUARTILE 2010,THERM 3RD QUARTILE 2010,THERM MAXIMUM 2010,THERMS SQFT MEAN 2010,THERMS SQFT STANDARD DEVIATION 2010,THERMS SQFT MINIMUM 2010,THERMS SQFT 1ST QUARTILE 2010,THERMS SQFT 2ND QUARTILE 2010,THERMS SQFT 3RD QUARTILE 2010,THERMS SQFT MAXIMUM 2010,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,OCCUPIED UNITS PERCENTAGE,RENTER-OCCUPIED HOUSING UNITS,RENTER-OCCUPIED HOUSING PERCENTAGE,OCCUPIED HOUSING UNITS
Ashburn,170317005011006.0,Commercial,Multi < 7,1485.0,1180.0,1121.0,898.0,1176.0,1795.0,1781.0,1447.0,1270.0,1544.0,1294.0,1328.0,16319.0,Less than 4,7,1126.0,1019.0,1030.0,486.0,261.0,175.0,90.0,61.0,85.0,73.0,208.0,782.0,5396.0,5,5736.0,5736.0,16319.0,,16319.0,16319.0,16319.0,16319.0,16319.0,5736.0,,5736.0,5736.0,5736.0,5736.0,5736.0,5396.0,,5396.0,5396.0,5396.0,5396.0,5396.0,5736.0,,5736.0,5736.0,5736.0,5736.0,5736.0,70.0,23.0,3.0,83.0,3.33,21.0,0.9129,8.0,0.381,21.0
Ashburn,170317005011006.0,Residential,Multi < 7,355.0,1080.0,1003.0,1010.0,1029.0,1704.0,2473.0,2508.0,1912.0,997.0,1254.0,1351.0,16676.0,Less than 4,0,434.0,388.0,404.0,195.0,124.0,97.0,82.0,69.0,79.0,82.0,153.0,282.0,2389.0,Less than 4,918.0,918.0,8338.0,4689.53,5022.0,5022.0,8338.0,11654.0,11654.0,918.0,,918.0,918.0,918.0,918.0,918.0,1194.5,72.83,1143.0,1143.0,1194.5,1246.0,1246.0,918.0,,918.0,918.0,918.0,918.0,918.0,70.0,23.0,2.0,67.0,3.33,21.0,0.9129,8.0,0.381,21.0
Ashburn,170317005011006.0,Residential,Single Family,12955.0,11246.0,8886.0,8128.0,11004.0,15978.0,18108.0,16875.0,7068.0,10136.0,14443.0,16147.0,150974.0,16,2,4558.0,3609.0,3576.0,1706.0,1077.0,718.0,375.0,361.0,404.0,426.0,1022.0,2547.0,20379.0,16,19270.0,19362.0,9435.88,3922.4,4434.0,6290.0,8566.0,12114.0,16009.0,1204.38,151.4,869.0,1132.5,1190.0,1313.0,1464.0,1273.69,365.19,399.0,1057.5,1331.0,1482.0,1852.0,1210.13,145.06,869.0,1132.5,1190.0,1313.0,1464.0,70.0,23.0,1.71,56.94,3.33,21.0,0.9129,8.0,0.381,21.0
Ashburn,170317005011007.0,Residential,Single Family,7841.0,6820.0,6799.0,6818.0,10303.0,12927.0,13080.0,10984.0,5433.0,7361.0,9879.0,14126.0,112371.0,13,0,3565.0,3097.0,3049.0,1510.0,827.0,648.0,292.0,295.0,312.0,391.0,1110.0,2594.0,17690.0,13,14096.0,14096.0,8643.92,3967.02,2642.0,6335.0,8887.0,11574.0,15158.0,1084.31,179.89,797.0,960.0,1066.0,1205.0,1496.0,1360.77,287.66,833.0,1251.0,1308.0,1477.0,2103.0,1084.31,179.89,797.0,960.0,1066.0,1205.0,1496.0,41.0,14.0,1.46,59.23,2.93,14.0,1.0,0.0,0.0,14.0
Ashburn,170317005011008.0,Residential,Single Family,9537.0,7627.0,5959.0,5729.0,9004.0,14091.0,13885.0,12171.0,4666.0,6867.0,10719.0,12294.0,112549.0,11,3,3502.0,3342.0,3390.0,1555.0,955.0,668.0,334.0,283.0,353.0,421.0,988.0,2415.0,18206.0,13,13343.0,15595.0,10231.73,4344.88,3053.0,6098.0,11211.0,11838.0,18808.0,1213.0,364.93,879.0,1015.0,1100.0,1279.0,2246.0,1400.46,297.76,878.0,1262.0,1410.0,1620.0,1869.0,1199.62,335.95,879.0,1056.0,1100.0,1196.0,2246.0,39.0,14.0,1.85,61.0,3.0,13.0,0.9286,2.0,0.154,13.0
Ashburn,170317005011009.0,Residential,Multi < 7,1361.0,1375.0,1316.0,1328.0,1111.0,1121.0,1100.0,899.0,1468.0,1350.0,1910.0,2202.0,16541.0,6,1,1154.0,909.0,1028.0,409.0,337.0,132.0,117.0,37.0,104.0,56.0,233.0,571.0,5087.0,7,6741.0,6741.0,8270.5,1242.39,7392.0,7392.0,8270.5,9149.0,9149.0,3370.5,1385.22,2391.0,2391.0,3370.5,4350.0,4350.0,2543.5,113.84,2463.0,2463.0,2543.5,2624.0,2624.0,3370.5,1385.22,2391.0,2391.0,3370.5,4350.0,4350.0,36.0,18.0,2.5,71.5,2.25,16.0,0.8889,7.0,0.4379,16.0
Ashburn,170317005011009.0,Residential,Single Family,6766.0,8146.0,7267.0,6330.0,6216.0,8196.0,7367.0,9508.0,4806.0,6205.0,9621.0,10717.0,91145.0,10,1,3136.0,2677.0,2696.0,1265.0,763.0,516.0,237.0,230.0,254.0,364.0,864.0,2194.0,15196.0,11,12385.0,13379.0,9114.5,3791.83,3298.0,6467.0,9073.0,11229.0,16060.0,1238.5,345.56,712.0,1054.0,1220.5,1353.0,2032.0,1381.45,551.85,90.0,1237.0,1332.0,1807.0,2192.0,1216.27,336.02,712.0,994.0,1196.0,1353.0,2032.0,36.0,18.0,1.91,60.55,2.25,16.0,0.8889,7.0,0.4379,16.0
Ashburn,170317005011010.0,Residential,Multi < 7,372.0,325.0,319.0,1093.0,622.0,913.0,679.0,611.0,516.0,467.0,592.0,648.0,7157.0,Less than 4,11,1082.0,852.0,826.0,432.0,148.0,68.0,105.0,56.0,71.0,77.0,179.0,366.0,4262.0,4,7594.0,7594.0,3578.5,1617.15,2435.0,2435.0,3578.5,4722.0,4722.0,3797.0,1944.54,2422.0,2422.0,3797.0,5172.0,5172.0,2131.0,581.24,1720.0,1720.0,2131.0,2542.0,2542.0,3797.0,1944.54,2422.0,2422.0,3797.0,5172.0,5172.0,42.0,16.0,2.5,68.5,2.8,15.0,0.9375,2.0,0.133,15.0
Ashburn,170317005011010.0,Residential,Single Family,5798.0,5795.0,5018.0,5243.0,7346.0,11333.0,12277.0,10940.0,5331.0,5317.0,8423.0,9595.0,92416.0,10,2,2891.0,2490.0,2570.0,1305.0,788.0,563.0,328.0,297.0,332.0,360.0,797.0,1807.0,14528.0,11,11910.0,11910.0,9241.6,1575.74,6036.0,8408.0,9558.0,10528.0,11170.0,1191.0,398.5,624.0,1049.0,1107.5,1215.0,2148.0,1452.8,534.98,980.0,1047.0,1208.5,1679.0,2503.0,1191.0,398.5,624.0,1049.0,1107.5,1215.0,2148.0,42.0,16.0,1.6,60.4,2.8,15.0,0.9375,2.0,0.133,15.0
Ashburn,170317005011011.0,Residential,Single Family,8739.0,7714.0,6544.0,6327.0,8256.0,14044.0,13887.0,11323.0,6296.0,7605.0,11454.0,12428.0,114617.0,12,1,3493.0,2900.0,3034.0,1385.0,923.0,540.0,318.0,286.0,317.0,408.0,924.0,1971.0,16499.0,12,13819.0,13819.0,9551.42,3425.89,4939.0,7647.5,9374.5,10607.5,17288.0,1151.58,191.27,872.0,998.5,1181.5,1248.0,1513.0,1374.92,210.33,951.0,1244.0,1428.0,1494.0,1650.0,1151.58,191.27,872.0,998.5,1181.5,1248.0,1513.0,38.0,17.0,1.5,58.58,3.17,12.0,0.7059,2.0,0.1669,12.0
Ashburn,170317005011012.0,Commercial,Commercial,2412.0,2347.0,2261.0,2115.0,4181.0,4313.0,3509.0,3309.0,2351.0,2332.0,2399.0,2721.0,34250.0,Less than 4,0,1298.0,1061.0,1193.0,644.0,264.0,94.0,77.0,75.0,59.0,65.0,311.0,426.0,5567.0,5,7433.0,7433.0,17125.0,18654.89,3934.0,3934.0,17125.0,30316.0,30316.0,3716.5,3700.29,1100.0,1100.0,3716.5,6333.0,6333.0,2783.5,550.84,2394.0,2394.0,2783.5,3173.0,3173.0,3716.5,3700.29,1100.0,1100.0,3716.5,6333.0,6333.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0
Ashburn,170317005011015.0,Residential,Single Family,4376.0,3885.0,3329.0,2901.0,6010.0,7881.0,8149.0,4667.0,3386.0,3529.0,4882.0,5658.0,58653.0,5,2,1521.0,1296.0,1343.0,681.0,400.0,276.0,138.0,131.0,132.0,185.0,439.0,984.0,7526.0,5,6112.0,6112.0,11730.6,3049.58,7645.0,9873.0,12712.0,12836.0,15587.0,1222.4,203.96,1023.0,1048.0,1180.0,1368.0,1493.0,1505.2,85.73,1399.0,1468.0,1508.0,1517.0,1634.0,1222.4,203.96,1023.0,1048.0,1180.0,1368.0,1493.0,13.0,4.0,1.8,60.6,3.25,4.0,1.0,1.0,0.25,4.0
Ashburn,170317005011016.0,Residential,Single Family,4229.0,3057.0,3206.0,2556.0,4834.0,6333.0,6302.0,5175.0,3579.0,3610.0,4745.0,5540.0,53166.0,6,0,1652.0,1412.0,1429.0,745.0,451.0,306.0,115.0,116.0,103.0,166.0,459.0,1021.0,7975.0,6,6640.0,6640.0,8861.0,4178.21,3040.0,7409.0,8612.0,9564.0,15929.0,1106.67,204.91,758.0,1026.0,1147.5,1224.0,1337.0,1329.17,291.26,896.0,1226.0,1300.0,1473.0,1780.0,1106.67,204.91,758.0,1026.0,1147.5,1224.0,1337.0,29.0,10.0,1.67,49.83,2.9,10.0,1.0,2.0,0.2,10.0
Ashburn,170317005011018.0,Residential,Single Family,4597.0,4198.0,3833.0,3856.0,7227.0,11057.0,11605.0,7032.0,5149.0,5087.0,7180.0,8343.0,79164.0,10,8,3447.0,2925.0,3043.0,1414.0,794.0,537.0,310.0,365.0,268.0,319.0,723.0,2107.0,16252.0,13,11368.0,13744.0,7916.4,3645.44,3364.0,4846.0,7479.0,10829.0,13515.0,1136.8,208.32,835.0,906.0,1188.5,1307.0,1376.0,1354.33,412.57,665.0,1049.5,1430.0,1692.5,1853.0,1145.33,189.49,835.0,1000.0,1188.0,1288.5,1376.0,18.0,8.0,1.42,61.5,2.57,7.0,0.875,0.0,0.0,7.0
Ashburn,170317005011020.0,Residential,Single Family,2739.0,2490.0,1982.0,2074.0,4138.0,5779.0,5445.0,3145.0,2368.0,2145.0,2783.0,3037.0,38125.0,5,0,1236.0,1049.0,1045.0,521.0,353.0,227.0,119.0,109.0,117.0,183.0,377.0,582.0,5918.0,5,5409.0,5409.0,7625.0,4231.76,2129.0,5808.0,6401.0,11589.0,12198.0,1081.8,296.52,769.0,928.0,934.0,1290.0,1488.0,1183.6,686.45,38.0,1068.0,1466.0,1660.0,1686.0,1081.8,296.52,769.0,928.0,934.0,1290.0,1488.0,24.0,8.0,1.4,59.2,3.43,7.0,0.875,0.0,0.0,7.0
Ashburn,170317005011021.0,Residential,Single Family,14654.0,13078.0,11402.0,12003.0,17325.0,22441.0,20878.0,19378.0,13515.0,11727.0,18594.0,21455.0,196450.0,19,3,5163.0,4423.0,4407.0,2104.0,1276.0,995.0,582.0,543.0,548.0,567.0,1301.0,3205.0,25114.0,18,22644.0,20859.0,10339.47,3608.43,2816.0,8241.0,10865.0,13081.0,17405.0,1191.79,135.97,1004.0,1110.0,1160.0,1254.0,1536.0,1395.22,297.83,966.0,1208.0,1334.5,1614.0,2066.0,1158.83,131.84,865.0,1056.0,1160.0,1254.0,1444.0,57.0,20.0,1.7,56.9,2.85,20.0,1.0,1.0,0.05,20.0
Ashburn,170317005011022.0,Commercial,Commercial,5569.0,6290.0,4449.0,3778.0,4358.0,6138.0,6472.0,8425.0,7818.0,7418.0,15285.0,17751.0,93751.0,13,7,2760.0,2264.0,2238.0,1091.0,594.0,261.0,75.0,75.0,86.0,161.0,586.0,1438.0,11629.0,4,18200.0,24200.0,23437.75,23053.27,8640.0,9387.5,13789.0,37488.0,57533.0,4550.0,3094.62,1500.0,1900.0,4550.0,7200.0,7600.0,2907.25,2070.87,994.0,1649.5,2392.5,4165.0,5850.0,6050.0,2525.21,2300.0,4550.0,7150.0,7550.0,7600.0,25.0,20.0,1.2,49.0,1.47,17.0,0.85,16.0,0.941,17.0
Ashburn,170317005011022.0,Commercial,Multi < 7,1267.0,1107.0,1055.0,927.0,1379.0,1619.0,1962.0,1674.0,777.0,932.0,1145.0,1456.0,15300.0,Less than 4,0,482.0,379.0,346.0,142.0,75.0,53.0,29.0,25.0,29.0,32.0,95.0,213.0,1900.0,Less than 4,5990.0,,7650.0,1134.2,6848.0,6848.0,7650.0,8452.0,8452.0,5990.0,,5990.0,5990.0,5990.0,5990.0,5990.0,1900.0,,1900.0,1900.0,1900.0,1900.0,1900.0,,,,,,,,25.0,20.0,1.0,0.0,1.47,17.0,0.85,16.0,0.941,17.0
Ashburn,170317005011023.0,Residential,Multi < 7,904.0,949.0,988.0,943.0,1644.0,2262.0,2292.0,1861.0,972.0,1328.0,1355.0,1566.0,17064.0,7,4,2983.0,2683.0,2760.0,1254.0,746.0,396.0,258.0,257.0,260.0,262.0,638.0,1839.0,14336.0,7,3730.0,3730.0,8532.0,2545.58,6732.0,6732.0,8532.0,10332.0,10332.0,3730.0,,3730.0,3730.0,3730.0,3730.0,3730.0,7168.0,9924.95,150.0,150.0,7168.0,14186.0,14186.0,3730.0,,3730.0,3730.0,3730.0,3730.0,3730.0,60.0,31.0,1.0,0.0,2.22,27.0,0.871,11.0,0.407,27.0
Ashburn,170317005011023.0,Residential,Single Family,11376.0,10539.0,9103.0,8915.0,13171.0,19363.0,19549.0,17244.0,8826.0,10719.0,13370.0,16962.0,159137.0,17,0,4760.0,4012.0,4030.0,1850.0,1079.0,966.0,458.0,377.0,464.0,576.0,1170.0,2829.0,22571.0,17,21229.0,21229.0,9361.0,4482.24,1048.0,6829.0,8593.0,13131.0,16144.0,1248.76,223.32,899.0,1124.0,1206.0,1383.0,1829.0,1327.71,402.44,681.0,1017.0,1370.0,1555.0,2315.0,1248.76,223.32,899.0,1124.0,1206.0,1383.0,1829.0,60.0,31.0,1.76,56.82,2.22,27.0,0.871,11.0,0.407,27.0
Ashburn,170317005011024.0,Residential,Multi < 7,2072.0,2364.0,2154.0,2173.0,2575.0,3058.0,3606.0,2930.0,2234.0,2305.0,2671.0,3027.0,31169.0,8,1,1662.0,1492.0,1447.0,702.0,447.0,302.0,89.0,86.0,88.0,166.0,465.0,1073.0,8019.0,6,4863.0,4863.0,15584.5,221.32,15428.0,15428.0,15584.5,15741.0,15741.0,2431.5,2199.81,876.0,876.0,2431.5,3987.0,3987.0,4009.5,1600.18,2878.0,2878.0,4009.5,5141.0,5141.0,2431.5,2199.81,876.0,876.0,2431.5,3987.0,3987.0,54.0,24.0,3.0,84.0,2.35,23.0,0.9582,2.0,0.087,23.0
Ashburn,170317005011024.0,Residential,Single Family,6906.0,7365.0,6588.0,5936.0,10572.0,13864.0,14428.0,13031.0,5994.0,6695.0,10034.0,11350.0,112763.0,14,3,4017.0,3490.0,3531.0,1751.0,1048.0,789.0,406.0,373.0,428.0,490.0,1114.0,2607.0,20044.0,16,16489.0,18539.0,8054.5,3073.82,3826.0,5039.0,8505.0,9732.0,14577.0,1177.79,243.66,722.0,945.0,1206.0,1292.0,1515.0,1252.75,458.43,74.0,1109.5,1232.0,1453.0,2207.0,1158.69,234.0,722.0,952.0,1206.0,1285.0,1515.0,54.0,24.0,1.69,64.31,2.35,23.0,0.9582,2.0,0.087,23.0
Edison Park,170310902003014.0,Commercial,Multi < 7,1386.0,1321.0,895.0,1571.0,3012.0,3846.0,3831.0,2834.0,1302.0,2802.0,3992.0,3880.0,30672.0,6,1,768.0,595.0,495.0,190.0,97.0,37.0,11.0,5.0,11.0,16.0,109.0,402.0,2736.0,7,7488.0,7488.0,30672.0,,30672.0,30672.0,30672.0,30672.0,30672.0,7488.0,,7488.0,7488.0,7488.0,7488.0,7488.0,2736.0,,2736.0,2736.0,2736.0,2736.0,2736.0,7488.0,,7488.0,7488.0,7488.0,7488.0,7488.0,55.0,35.0,3.0,22.0,1.72,32.0,0.9143,23.0,0.719,32.0
Ashburn,170317005011025.0,Residential,Single Family,14085.0,11888.0,9281.0,9451.0,11272.0,14132.0,14809.0,11198.0,9078.0,16182.0,20675.0,25197.0,167248.0,18,3,5102.0,4334.0,4242.0,1926.0,1059.0,806.0,386.0,372.0,404.0,506.0,1254.0,2946.0,23337.0,17,22199.0,20603.0,9291.56,7272.14,870.0,4209.0,7082.0,15365.0,22709.0,1233.28,242.43,935.0,939.0,1252.5,1374.0,1677.0,1372.76,419.53,666.0,1072.0,1424.0,1617.0,2072.0,1211.94,231.82,935.0,939.0,1228.0,1342.0,1677.0,60.0,19.0,1.61,59.72,3.53,17.0,0.8946,2.0,0.118,17.0
Auburn Gresham,170317103001028.0,Residential,Single Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,484.0,1284.0,1357.0,3663.0,Less than 4,1,,,,,,,,,,,,,,,1200.0,,3663.0,,3663.0,3663.0,3663.0,3663.0,3663.0,1200.0,,1200.0,1200.0,1200.0,1200.0,1200.0,,,,,,,,,,,,,,,37.0,19.0,2.0,101.0,3.36,11.0,0.5789,11.0,1.0,11.0
Ashburn,170317005011026.0,Residential,Single Family,13511.0,13030.0,9950.0,9332.0,11708.0,19319.0,20001.0,19034.0,9467.0,11884.0,16003.0,22804.0,176043.0,18,1,4662.0,4103.0,4203.0,2089.0,1091.0,705.0,425.0,425.0,440.0,598.0,1293.0,2882.0,22916.0,19,20910.0,22116.0,9780.17,5299.47,628.0,7793.0,9609.5,10582.0,27052.0,1161.67,210.59,816.0,1056.0,1165.0,1293.0,1710.0,1206.11,472.61,263.0,894.0,1261.0,1499.0,2278.0,1164.0,204.91,816.0,1056.0,1167.0,1293.0,1710.0,53.0,20.0,1.79,59.37,2.79,19.0,0.95,1.0,0.053,19.0
Ashburn,170317005011027.0,Residential,Single Family,12685.0,12842.0,10550.0,9853.0,13941.0,19535.0,19811.0,16875.0,7663.0,10617.0,14417.0,17556.0,166345.0,16,0,4204.0,3597.0,3674.0,1720.0,1015.0,733.0,389.0,382.0,356.0,464.0,1124.0,2648.0,20306.0,16,19125.0,19125.0,10396.56,4685.31,3835.0,5620.0,11246.0,13451.5,20347.0,1195.31,143.53,924.0,1115.0,1189.0,1297.0,1465.0,1269.13,345.57,699.0,988.0,1322.5,1532.5,1830.0,1195.31,143.53,924.0,1115.0,1189.0,1297.0,1465.0,76.0,25.0,1.63,58.5,3.04,25.0,1.0,7.0,0.28,25.0
Ashburn,170317005011028.0,Residential,Single Family,11830.0,10358.0,8577.0,8081.0,13400.0,18968.0,18238.0,16011.0,4975.0,9127.0,12273.0,14027.0,145865.0,16,1,4281.0,3797.0,3846.0,1749.0,956.0,708.0,332.0,313.0,322.0,418.0,1039.0,2752.0,20513.0,16,20479.0,20479.0,9116.56,3792.97,3571.0,6899.0,9142.0,9722.0,16911.0,1279.94,199.49,864.0,1162.5,1273.0,1380.5,1662.0,1282.06,256.26,858.0,1089.0,1276.0,1488.5,1710.0,1279.94,199.49,864.0,1162.5,1273.0,1380.5,1662.0,42.0,16.0,1.56,61.69,2.63,16.0,1.0,1.0,0.063,16.0
Ashburn,170317005011029.0,Residential,Single Family,10461.0,9193.0,7845.0,8783.0,12974.0,17310.0,18570.0,15786.0,9088.0,8315.0,14628.0,19069.0,152022.0,15,0,4948.0,4297.0,4125.0,2132.0,1223.0,910.0,537.0,442.0,439.0,444.0,1149.0,2974.0,23620.0,15,18493.0,18493.0,10134.8,3862.63,4131.0,6656.0,9879.0,12821.0,18700.0,1232.87,212.44,790.0,1188.0,1226.0,1330.0,1644.0,1574.67,384.27,1128.0,1332.0,1463.0,1642.0,2452.0,1232.87,212.44,790.0,1188.0,1226.0,1330.0,1644.0,41.0,15.0,1.33,58.67,2.73,15.0,1.0,1.0,0.067,15.0
Ashburn,170317005011030.0,Residential,Single Family,4810.0,3452.0,3181.0,6391.0,5866.0,8204.0,9394.0,11572.0,11013.0,13758.0,9644.0,10413.0,97698.0,10,0,2599.0,2280.0,2308.0,1151.0,739.0,534.0,244.0,221.0,237.0,310.0,731.0,1807.0,13161.0,9,12378.0,10990.0,9769.8,3899.99,4041.0,6583.0,9904.0,11080.0,15932.0,1237.8,316.19,858.0,1037.0,1082.0,1388.0,1854.0,1462.33,299.63,1147.0,1232.0,1381.0,1640.0,2043.0,1221.11,330.66,858.0,1037.0,1078.0,1317.0,1854.0,14.0,6.0,1.5,60.8,2.8,5.0,0.8332,0.0,0.0,5.0
Ashburn,170317005011031.0,Residential,Single Family,3364.0,2909.0,2344.0,2014.0,4793.0,6341.0,7735.0,3786.0,2868.0,2573.0,4333.0,5903.0,48963.0,6,0,1530.0,1331.0,1333.0,655.0,358.0,256.0,175.0,111.0,111.0,127.0,337.0,943.0,7267.0,5,8221.0,6496.0,8160.5,4156.05,1743.0,6058.0,8567.5,10324.0,13703.0,1370.17,284.45,1024.0,1092.0,1366.0,1648.0,1725.0,1453.4,279.66,1078.0,1426.0,1444.0,1452.0,1867.0,1299.2,251.74,1024.0,1092.0,1320.0,1412.0,1648.0,29.0,12.0,1.67,60.67,2.9,10.0,0.8332,2.0,0.2,10.0
Ashburn,170317005011032.0,Residential,Single Family,2922.0,3293.0,2552.0,2247.0,4625.0,5857.0,6887.0,3445.0,2576.0,2285.0,3265.0,5058.0,45012.0,4,0,1175.0,807.0,953.0,363.0,268.0,194.0,97.0,87.0,91.0,99.0,266.0,623.0,5023.0,4,4942.0,4942.0,11253.0,3678.07,7086.0,8602.5,11018.5,13903.5,15889.0,1235.5,179.58,1089.0,1090.5,1196.5,1380.5,1460.0,1255.75,348.79,928.0,1004.0,1182.0,1507.5,1731.0,1235.5,179.58,1089.0,1090.5,1196.5,1380.5,1460.0,14.0,3.0,1.5,59.75,4.67,3.0,1.0,0.0,0.0,3.0
Ashburn,170317005011034.0,Residential,Single Family,7248.0,6259.0,5339.0,4562.0,7328.0,10551.0,14468.0,7335.0,4995.0,4396.0,9949.0,13617.0,96047.0,11,0,3049.0,2611.0,2627.0,1276.0,643.0,439.0,202.0,202.0,210.0,290.0,659.0,2199.0,14407.0,11,16046.0,16046.0,8731.55,5659.12,677.0,5587.0,8431.0,11388.0,22530.0,1458.73,431.92,1016.0,1113.0,1370.0,1482.0,2386.0,1309.73,431.86,591.0,1018.0,1379.0,1445.0,2292.0,1458.73,431.92,1016.0,1113.0,1370.0,1482.0,2386.0,14.0,7.0,1.73,58.55,2.0,7.0,1.0,0.0,0.0,7.0
Ashburn,170317005011036.0,Residential,Single Family,898.0,3027.0,2468.0,2328.0,3535.0,6538.0,9549.0,7297.0,6379.0,5472.0,5079.0,5615.0,58185.0,5,0,1185.0,1097.0,1110.0,561.0,290.0,196.0,114.0,103.0,112.0,124.0,230.0,682.0,5804.0,5,5291.0,5291.0,11637.0,7589.64,1703.0,7811.0,12850.0,13615.0,22206.0,1058.2,228.52,863.0,912.0,972.0,1113.0,1431.0,1160.8,445.69,455.0,1115.0,1199.0,1379.0,1656.0,1058.2,228.52,863.0,912.0,972.0,1113.0,1431.0,24.0,9.0,1.4,58.6,3.43,7.0,0.7778,2.0,0.286,7.0
Ashburn,170317005011037.0,Residential,Single Family,4455.0,4092.0,3170.0,2790.0,4733.0,6259.0,7361.0,3473.0,2865.0,2518.0,4423.0,5558.0,51697.0,4,0,1558.0,1268.0,1263.0,616.0,311.0,248.0,110.0,130.0,130.0,147.0,327.0,883.0,6991.0,4,6172.0,6172.0,12924.25,5894.06,6153.0,8127.0,13172.0,17721.5,19200.0,1543.0,402.62,1018.0,1279.5,1579.0,1806.5,1996.0,1747.75,490.89,1192.0,1429.0,1706.5,2066.5,2386.0,1543.0,402.62,1018.0,1279.5,1579.0,1806.5,1996.0,11.0,5.0,2.0,58.0,3.67,3.0,0.6,0.0,0.0,3.0
Ashburn,170317005011038.0,Residential,Single Family,11784.0,12068.0,9399.0,10216.0,14207.0,20249.0,23909.0,18918.0,12600.0,12508.0,15367.0,16480.0,177705.0,20,3,5273.0,4496.0,4421.0,2097.0,1009.0,804.0,362.0,383.0,411.0,533.0,1144.0,3122.0,24055.0,20,23313.0,23313.0,8885.25,2972.01,2700.0,6802.0,8804.0,10785.5,16228.0,1165.65,177.97,816.0,1103.5,1198.0,1244.0,1443.0,1202.75,289.35,619.0,989.5,1199.5,1357.0,1842.0,1165.65,177.97,816.0,1103.5,1198.0,1244.0,1443.0,55.0,20.0,1.5,59.85,2.75,20.0,1.0,1.0,0.05,20.0
Ashburn,170317005011039.0,Residential,Single Family,4088.0,7910.0,9352.0,7904.0,10404.0,14585.0,22277.0,21183.0,18789.0,17186.0,14423.0,25755.0,173856.0,16,2,4296.0,3775.0,3753.0,1718.0,1022.0,759.0,424.0,392.0,454.0,490.0,1103.0,2842.0,21028.0,16,21817.0,21817.0,10866.0,5197.34,1666.0,7168.5,10342.0,13938.5,19774.0,1363.56,281.88,875.0,1281.0,1281.0,1463.0,2072.0,1314.25,253.44,842.0,1129.5,1302.0,1508.5,1676.0,1363.56,281.88,875.0,1281.0,1281.0,1463.0,2072.0,51.0,17.0,1.69,53.81,3.0,17.0,1.0,0.0,0.0,17.0
Ashburn,170317005011040.0,Residential,Single Family,6861.0,6663.0,5286.0,6422.0,10771.0,13930.0,17094.0,13369.0,7525.0,6172.0,9356.0,12230.0,115679.0,11,1,2893.0,2432.0,2682.0,1306.0,671.0,481.0,245.0,229.0,241.0,291.0,671.0,1812.0,13954.0,11,12656.0,12956.0,10516.27,3948.2,5504.0,6840.0,10893.0,12201.0,17765.0,1150.55,148.22,895.0,1011.0,1215.0,1240.0,1400.0,1268.55,407.57,433.0,964.0,1313.0,1493.0,1851.0,1177.82,212.41,895.0,1011.0,1215.0,1240.0,1700.0,31.0,11.0,1.83,60.67,2.82,11.0,1.0,1.0,0.091,11.0
